Temperature,Humidity,Wind Speed,Precipitation (%),Atmospheric Pressure,Visibility (km),Cc_clear,Cc_cloudy,Cc_overcast,Cc_partly cloudy,Ss_Autumn,Ss_Spring,Ss_Summer,Ss_Winter,Lc_coastal,Lc_inland,Lc_mountain,UV Index,Weather Type
27.0,69,12.0,43.0,1010.05,5.5,0,0,0,1,0,0,0,1,0,0,1,1,Cloudy
-6.0,66,9.5,77.0,999.16,3.5,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
24.0,84,12.5,76.0,995.09,1.5,0,0,0,1,1,0,0,0,0,0,1,0,Rainy
31.0,92,12.0,80.0,995.65,4.0,0,0,1,0,0,0,1,0,0,0,1,3,Rainy
3.0,98,17.5,69.0,986.74,4.0,0,0,1,0,0,0,0,1,0,1,0,0,Snowy
37.0,22,4.0,12.0,1012.59,10.0,1,0,0,0,0,0,0,1,0,1,0,5,Sunny
29.0,47,3.0,17.0,1022.38,5.0,0,0,0,1,0,0,0,1,0,0,1,9,Sunny
30.0,73,7.5,75.0,1005.02,12.0,0,0,0,1,0,1,0,0,1,0,0,5,Cloudy
22.0,68,3.0,49.0,1005.24,9.0,0,0,1,0,0,0,0,1,0,0,1,2,Cloudy
-9.0,78,7.0,63.0,984.69,2.5,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
32.0,49,4.0,16.0,1013.52,8.5,1,0,0,0,0,1,0,0,0,1,0,11,Sunny
28.0,69,6.0,23.0,1013.83,9.0,0,0,1,0,1,0,0,0,1,0,0,3,Cloudy
4.0,96,13.5,51.0,989.81,3.5,0,0,0,1,0,0,0,1,0,1,0,0,Snowy
-8.0,61,3.5,63.0,990.21,4.0,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
32.0,62,9.0,73.0,995.14,3.5,0,0,1,0,0,0,1,0,0,1,0,1,Rainy
20.0,53,8.5,8.0,1020.8,6.0,0,0,0,1,1,0,0,0,1,0,0,7,Sunny
23.0,93,13.0,67.0,998.17,2.5,0,0,1,0,0,1,0,0,1,0,0,3,Rainy
-1.0,64,14.0,96.0,983.77,1.5,0,0,1,0,0,0,0,1,0,1,0,1,Snowy
-7.0,44,1.5,79.0,1030.89,3.5,0,0,1,0,0,0,1,0,0,0,1,14,Rainy
22.0,64,2.5,41.0,1017.0,6.5,0,0,0,1,0,0,0,1,1,0,0,2,Cloudy
28.0,68,4.0,17.0,1015.65,8.5,1,0,0,0,1,0,0,0,0,0,1,5,Sunny
4.0,72,18.0,96.0,994.69,2.5,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
19.0,61,13.5,22.0,1008.57,8.0,0,0,0,1,0,1,0,0,0,1,0,3,Cloudy
-1.0,72,0.0,54.0,984.01,3.5,0,0,0,1,0,0,0,1,0,0,1,0,Snowy
17.0,75,14.5,64.0,1004.49,4.0,0,0,1,0,0,0,1,0,1,0,0,1,Rainy
25.0,58,6.5,45.0,1014.9,8.5,0,0,0,1,1,0,0,0,1,0,0,4,Cloudy
42.0,99,14.0,88.0,1020.06,10.5,1,0,0,0,1,0,0,0,1,0,0,3,Sunny
-3.0,89,13.5,93.0,996.79,4.5,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
29.0,74,6.5,99.0,992.39,5.0,0,0,0,1,0,0,1,0,1,0,0,2,Rainy
-9.0,60,17.0,75.0,997.57,4.5,0,0,1,0,0,0,0,1,0,1,0,0,Snowy
-2.0,96,1.0,91.0,990.89,3.5,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
29.0,56,4.5,9.0,1024.47,10.0,0,0,0,1,0,1,0,0,1,0,0,5,Sunny
14.0,79,9.0,75.0,1003.71,2.0,0,0,1,0,0,1,0,0,1,0,0,1,Rainy
33.0,71,1.0,45.0,1007.25,6.0,0,0,0,1,0,1,0,0,0,0,1,4,Cloudy
33.0,63,1.5,16.0,1025.03,10.0,1,0,0,0,1,0,0,0,0,1,0,7,Sunny
11.0,61,6.5,27.0,1019.88,6.5,0,0,0,1,1,0,0,0,0,0,1,2,Cloudy
31.0,33,4.0,1.0,1020.97,8.0,1,0,0,0,0,0,1,0,1,0,0,8,Sunny
25.0,53,8.5,38.0,1018.02,5.5,0,0,1,0,0,0,1,0,0,0,1,4,Cloudy
-1.0,85,7.0,84.0,991.8,4.0,0,0,1,0,0,0,0,1,0,1,0,0,Snowy
30.0,46,0.5,2.0,1019.7,9.0,1,0,0,0,0,0,1,0,1,0,0,9,Sunny
-10.0,72,20.0,87.0,992.99,2.5,0,0,1,0,0,0,0,1,0,1,0,0,Snowy
36.0,76,3.5,85.0,1007.65,1.5,0,0,1,0,0,1,0,0,1,0,0,6,Cloudy
21.0,96,9.0,92.0,1001.52,5.5,0,0,0,1,0,1,0,0,1,0,0,8,Cloudy
-1.0,81,8.0,66.0,983.28,3.0,0,0,1,0,0,0,0,1,0,1,0,1,Snowy
34.0,74,3.5,49.0,1015.82,6.0,0,0,1,0,0,0,1,0,0,1,0,3,Cloudy
25.0,62,6.5,11.0,1015.62,6.5,1,0,0,0,0,1,0,0,0,1,0,11,Sunny
31.0,89,5.0,82.0,1017.98,1.5,0,0,1,0,0,0,0,1,0,0,1,3,Rainy
26.0,67,7.0,43.0,1000.6,8.0,0,0,0,1,0,1,0,0,0,0,1,4,Cloudy
14.0,109,12.0,88.0,1009.43,8.5,0,0,1,0,0,0,1,0,0,0,1,1,Cloudy
-4.0,72,13.5,91.0,998.13,4.5,0,0,1,0,0,0,0,1,0,1,0,1,Snowy
28.0,56,6.5,11.0,1024.92,9.0,1,0,0,0,1,0,0,0,1,0,0,5,Sunny
13.0,91,23.5,72.0,1000.19,1.0,0,0,0,1,0,0,0,1,0,1,0,1,Rainy
-2.0,76,10.5,83.0,988.36,1.5,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
15.0,91,17.5,95.0,1003.09,3.5,0,0,1,0,0,0,0,1,1,0,0,0,Rainy
40.0,23,4.5,51.0,1023.37,17.0,0,1,0,0,1,0,0,0,0,1,0,12,Snowy
21.0,78,9.5,99.0,1006.31,2.5,0,0,1,0,0,0,1,0,0,0,1,2,Rainy
21.0,72,24.5,82.0,1023.16,4.5,1,0,0,0,0,0,1,0,0,0,1,0,Sunny
14.0,82,11.0,87.0,1011.59,2.0,0,0,1,0,0,0,0,1,1,0,0,0,Rainy
22.0,67,8.5,31.0,1014.55,8.0,0,0,1,0,0,0,0,1,0,0,1,2,Cloudy
-4.0,84,19.5,71.0,981.38,0.5,0,0,0,1,0,0,0,1,0,1,0,8,Snowy
23.0,97,16.5,85.0,1003.48,1.0,0,0,0,1,0,1,0,0,1,0,0,11,Rainy
-9.0,82,14.0,74.0,987.92,4.0,0,0,1,0,0,0,0,1,0,1,0,0,Snowy
12.0,72,5.5,73.0,991.08,2.0,0,0,1,0,0,1,0,0,0,1,0,3,Rainy
13.0,75,9.0,58.0,1000.52,3.0,0,0,0,1,0,0,1,0,0,1,0,1,Rainy
15.0,68,0.0,11.0,1018.56,5.5,0,0,0,1,0,0,0,1,0,0,1,3,Cloudy
37.0,64,8.5,15.0,1014.54,7.0,0,0,0,1,0,1,0,0,1,0,0,9,Sunny
24.0,69,13.0,88.0,1000.14,4.5,0,0,0,1,0,1,0,0,0,1,0,3,Rainy
11.0,65,14.5,65.0,1009.85,1.5,0,0,1,0,1,0,0,0,0,1,0,3,Rainy
14.0,75,7.5,17.0,1019.36,7.5,0,0,1,0,0,0,0,1,0,0,1,3,Cloudy
30.0,71,9.5,89.0,1014.84,3.5,0,0,1,0,0,0,0,1,1,0,0,2,Rainy
1.0,67,2.5,92.0,990.48,1.5,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
-10.0,90,10.0,66.0,988.58,4.0,0,0,1,0,0,0,0,1,0,1,0,1,Snowy
-4.0,66,19.0,70.0,994.66,5.0,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
23.0,43,5.0,17.0,1016.74,5.5,1,0,0,0,0,0,0,1,1,0,0,7,Sunny
-1.0,79,13.0,63.0,980.8,3.0,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
2.0,63,9.0,81.0,986.13,4.0,0,0,0,1,0,0,0,1,0,0,1,0,Snowy
31.0,66,1.0,20.0,1019.29,7.0,0,0,1,0,0,1,0,0,0,0,1,4,Cloudy
3.0,60,5.5,84.0,998.39,1.0,0,0,1,0,0,0,0,1,0,1,0,0,Snowy
-10.0,84,5.5,92.0,989.52,1.0,0,0,1,0,0,0,0,1,0,1,0,0,Snowy
4.0,87,8.5,74.0,984.02,2.5,0,0,1,0,0,0,0,1,0,1,0,1,Snowy
40.0,46,9.5,11.0,1016.93,5.5,0,0,0,1,0,0,0,1,0,0,1,6,Sunny
34.0,58,12.0,37.0,1014.02,5.0,0,0,1,0,0,0,0,1,0,1,0,1,Cloudy
38.0,59,1.5,11.0,1027.77,7.5,0,0,0,1,0,0,1,0,0,0,1,5,Sunny
41.0,49,0.5,39.0,993.92,17.5,0,0,1,0,0,1,0,0,0,0,1,2,Rainy
33.0,67,5.5,5.0,1015.42,8.0,1,0,0,0,0,0,0,1,0,0,1,10,Sunny
18.0,99,9.0,67.0,1005.65,3.5,0,0,0,1,1,0,0,0,0,0,1,3,Rainy
4.0,62,2.0,90.0,999.56,3.5,0,0,1,0,0,0,0,1,0,1,0,0,Snowy
11.0,59,12.5,19.0,1006.83,5.5,0,0,1,0,0,1,0,0,0,1,0,4,Cloudy
-9.0,75,4.0,58.0,984.92,5.0,0,0,1,0,0,0,0,1,0,1,0,1,Snowy
-5.0,83,11.5,53.0,980.39,3.0,0,0,1,0,0,0,0,1,0,1,0,0,Snowy
26.0,74,14.5,46.0,1011.1,5.5,0,0,0,1,0,0,1,0,1,0,0,1,Cloudy
-4.0,95,3.5,77.0,987.8,3.0,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
30.0,82,7.5,52.0,998.69,4.0,0,0,1,0,1,0,0,0,1,0,0,0,Rainy
-3.0,76,2.0,60.0,994.07,2.5,0,0,0,1,0,0,0,1,0,1,0,1,Snowy
10.0,91,14.5,86.0,1007.81,3.5,0,0,1,0,0,0,0,1,0,1,0,2,Rainy
14.0,75,10.0,54.0,1017.61,3.5,0,0,1,0,0,0,1,0,0,1,0,0,Rainy
3.0,94,16.5,53.0,991.09,4.0,0,0,1,0,0,0,0,1,0,1,0,0,Snowy
37.0,51,9.5,18.0,1019.89,7.5,1,0,0,0,0,0,0,1,1,0,0,5,Sunny
27.0,78,8.5,82.0,1014.79,4.5,0,0,1,0,1,0,0,0,0,0,1,1,Rainy
32.0,98,5.5,89.0,1006.51,2.5,0,0,1,0,0,1,0,0,1,0,0,2,Rainy
24.0,24,10.0,1.0,1025.66,5.5,0,0,0,1,0,0,0,1,0,1,0,8,Sunny
27.0,84,17.5,73.0,1008.94,4.0,0,0,0,1,1,0,0,0,0,1,0,2,Rainy
34.0,66,16.0,96.0,993.05,4.0,0,0,0,1,0,1,0,0,1,0,0,1,Rainy
1.0,70,13.5,56.0,990.65,4.5,0,0,0,1,0,0,0,1,0,1,0,0,Snowy
13.0,52,12.5,16.0,1012.55,8.5,0,0,0,1,0,1,0,0,1,0,0,3,Cloudy
40.0,20,0.5,19.0,1013.09,8.0,1,0,0,0,0,1,0,0,1,0,0,9,Sunny
20.0,81,12.5,58.0,1000.42,5.0,0,0,1,0,0,0,0,1,1,0,0,1,Rainy
-1.0,98,4.5,57.0,990.09,4.0,0,0,0,1,0,0,0,1,0,1,0,0,Snowy
-7.0,81,0.5,56.0,989.87,5.0,0,0,0,1,0,0,0,1,0,0,1,0,Snowy
-2.0,75,5.0,89.0,982.18,2.5,0,0,1,0,0,0,0,1,0,1,0,0,Snowy
35.0,40,9.5,5.0,1023.02,6.5,1,0,0,0,1,0,0,0,1,0,0,6,Sunny
33.0,46,9.5,5.0,1019.1,7.0,0,0,0,1,0,1,0,0,0,1,0,8,Sunny
11.0,87,17.5,52.0,1003.65,5.0,0,0,1,0,0,0,0,1,0,1,0,1,Rainy
13.0,69,8.0,85.0,994.41,5.0,0,0,1,0,0,1,0,0,0,0,1,1,Rainy
12.0,87,19.5,61.0,1008.48,3.0,0,0,0,1,0,1,0,0,0,0,1,2,Rainy
14.0,20,1.5,25.0,971.56,6.5,0,0,0,1,0,0,0,1,1,0,0,4,Sunny
28.0,97,8.0,67.0,1009.78,1.5,0,0,1,0,0,0,1,0,1,0,0,2,Rainy
-10.0,83,4.0,91.0,998.53,4.5,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
27.0,86,15.5,61.0,1006.84,3.5,0,0,1,0,0,0,0,1,0,0,1,0,Rainy
22.0,87,17.5,92.0,1028.98,10.5,0,0,0,1,0,0,1,0,0,0,1,8,Sunny
42.0,30,4.5,5.0,1024.8,10.0,0,0,0,1,0,0,1,0,0,1,0,10,Sunny
18.0,59,2.5,21.0,1007.16,8.5,0,0,0,1,0,1,0,0,0,1,0,3,Cloudy
39.0,42,4.0,5.0,1020.05,8.5,1,0,0,0,0,0,0,1,0,0,1,7,Sunny
-10.0,64,4.0,96.0,996.15,2.5,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
27.0,95,12.5,76.0,1011.9,5.0,0,0,1,0,0,0,1,0,1,0,0,3,Rainy
-4.0,93,14.5,50.0,980.6,3.0,0,0,1,0,0,0,0,1,0,1,0,0,Snowy
14.0,63,6.5,72.0,999.57,4.0,0,0,1,0,0,1,0,0,0,1,0,2,Rainy
25.0,43,8.0,17.0,1012.84,7.5,1,0,0,0,0,0,1,0,1,0,0,10,Sunny
37.0,51,10.0,6.0,1015.3,5.5,1,0,0,0,0,1,0,0,0,1,0,5,Sunny
28.0,41,0.0,8.0,1019.7,6.5,1,0,0,0,0,0,1,0,1,0,0,5,Sunny
21.0,57,9.5,33.0,1014.18,5.5,0,0,0,1,1,0,0,0,0,0,1,3,Cloudy
-8.0,82,9.5,73.0,991.8,1.5,0,0,1,0,0,0,0,1,0,1,0,0,Snowy
11.0,77,13.0,21.0,1003.85,5.0,0,0,0,1,0,1,0,0,1,0,0,4,Cloudy
20.0,69,11.0,81.0,994.22,3.0,0,0,1,0,0,1,0,0,0,0,1,2,Rainy
29.0,71,10.0,64.0,1009.65,2.5,0,0,0,1,0,0,0,1,0,1,0,0,Rainy
-4.0,61,5.5,57.0,983.1,1.5,0,0,0,1,0,0,0,1,0,1,0,0,Snowy
20.0,77,8.5,90.0,1001.13,2.5,0,0,1,0,0,1,0,0,0,1,0,2,Rainy
-2.0,96,10.5,82.0,989.95,3.5,0,0,1,0,0,0,0,1,0,1,0,1,Snowy
-8.0,98,18.0,89.0,983.68,3.5,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
-7.0,98,11.0,72.0,997.07,5.0,0,0,0,1,0,0,0,1,0,1,0,4,Snowy
25.0,26,5.0,3.0,1018.42,5.5,1,0,0,0,1,0,0,0,1,0,0,8,Sunny
30.0,62,11.5,36.0,1019.97,5.5,0,0,1,0,0,0,1,0,0,0,1,3,Cloudy
25.0,33,8.5,9.0,1020.85,5.5,0,0,0,1,1,0,0,0,0,0,1,7,Sunny
24.0,98,14.5,98.0,1012.53,5.0,0,0,1,0,0,0,0,1,0,1,0,3,Rainy
-7.0,98,17.5,60.0,981.02,3.0,0,0,1,0,0,0,0,1,0,1,0,1,Snowy
-2.0,75,6.5,73.0,986.95,1.5,0,0,1,0,0,0,0,1,0,1,0,0,Snowy
22.0,65,13.0,30.0,1015.11,8.0,0,0,0,1,1,0,0,0,0,1,0,3,Cloudy
21.0,83,10.5,83.0,1004.14,4.5,0,0,1,0,0,0,0,1,1,0,0,3,Rainy
32.0,59,3.0,7.0,1023.05,10.0,1,0,0,0,0,0,1,0,0,0,1,6,Sunny
34.0,70,14.5,57.0,995.6,4.0,0,0,1,0,0,0,0,1,0,1,0,2,Rainy
14.0,94,10.0,80.0,1006.04,4.0,0,0,1,0,0,1,0,0,1,0,0,2,Rainy
33.0,67,7.0,58.0,992.1,3.5,0,0,0,1,0,0,1,0,0,1,0,1,Rainy
27.0,23,3.5,7.0,1019.97,8.0,1,0,0,0,1,0,0,0,0,0,1,7,Sunny
18.0,57,4.0,34.0,1018.91,7.0,0,0,0,1,0,0,0,1,0,1,0,1,Cloudy
-2.0,73,8.0,96.0,991.39,2.0,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
18.0,76,1.0,38.0,1016.39,5.0,0,0,1,0,1,0,0,0,0,0,1,3,Cloudy
-9.0,90,10.0,98.0,996.55,1.5,0,0,0,1,0,0,0,1,0,0,1,0,Snowy
22.0,41,7.5,10.0,1011.37,8.0,0,0,0,1,0,0,1,0,1,0,0,7,Sunny
29.0,45,3.5,1.0,1029.92,8.5,1,0,0,0,1,0,0,0,1,0,0,11,Sunny
15.0,104,17.0,91.0,1007.49,8.0,0,0,0,1,0,0,0,1,1,0,0,4,Cloudy
26.0,94,12.0,94.0,994.39,2.0,0,0,1,0,0,0,1,0,0,0,1,3,Rainy
36.0,23,5.5,1.0,1015.12,8.5,0,0,0,1,0,1,0,0,1,0,0,6,Sunny
16.0,77,12.5,31.0,1005.08,9.0,0,0,0,1,0,0,1,0,0,1,0,1,Cloudy
18.0,99,14.5,75.0,996.8,2.5,0,0,0,1,0,0,0,1,1,0,0,2,Rainy
30.0,95,16.5,64.0,993.57,2.5,0,0,1,0,0,0,1,0,0,1,0,0,Rainy
-1.0,97,18.0,78.0,997.91,3.5,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
25.0,97,14.5,97.0,1022.72,9.5,1,0,0,0,0,0,0,1,0,0,1,5,Sunny
18.0,60,3.5,16.0,1000.61,8.5,0,0,0,1,1,0,0,0,0,1,0,3,Cloudy
26.0,50,6.5,31.0,1016.4,8.0,0,0,1,0,1,0,0,0,0,1,0,2,Cloudy
4.0,28,8.0,31.0,1030.83,18.5,0,0,0,1,1,0,0,0,0,1,0,7,Cloudy
32.0,96,9.0,109.0,1013.48,3.5,1,0,0,0,0,0,0,1,0,0,1,8,Sunny
16.0,67,7.0,26.0,1019.26,6.0,0,0,1,0,0,0,1,0,1,0,0,2,Cloudy
22.0,52,9.5,24.0,1005.64,8.5,0,0,1,0,0,0,0,1,0,1,0,3,Cloudy
17.0,78,10.0,60.0,1018.7,2.5,0,0,0,1,0,0,0,1,1,0,0,2,Rainy
24.0,50,2.0,8.0,1010.94,7.0,0,0,0,1,0,0,0,1,0,1,0,9,Sunny
24.0,53,1.0,43.0,1017.68,7.0,0,0,0,1,0,1,0,0,0,1,0,2,Cloudy
28.0,94,18.5,53.0,1013.67,3.0,0,0,0,1,1,0,0,0,0,1,0,0,Rainy
25.0,65,18.5,93.0,1009.53,1.5,0,0,1,0,0,1,0,0,0,1,0,3,Rainy
20.0,29,2.5,9.0,1026.37,6.0,1,0,0,0,0,0,0,1,0,1,0,11,Sunny
20.0,75,10.5,81.0,1015.58,1.0,0,0,1,0,0,1,0,0,0,1,0,0,Rainy
-6.0,73,13.5,72.0,991.99,3.5,0,0,1,0,0,0,0,1,0,1,0,1,Snowy
-4.0,34,3.0,31.0,1033.54,16.5,0,1,0,0,0,1,0,0,0,0,1,13,Cloudy
15.0,85,9.5,81.0,996.57,1.5,0,0,1,0,0,1,0,0,1,0,0,2,Rainy
20.0,53,8.0,19.0,1014.95,8.0,0,0,0,1,0,0,0,1,0,1,0,2,Cloudy
10.0,61,13.0,11.0,1018.34,7.0,0,0,0,1,0,0,0,1,1,0,0,4,Cloudy
42.0,62,10.0,6.0,1019.73,6.5,0,0,0,1,1,0,0,0,0,1,0,11,Sunny
12.0,74,13.0,99.0,997.56,2.0,0,0,1,0,0,0,0,1,0,1,0,2,Rainy
28.0,72,8.0,75.0,1017.73,4.0,0,0,0,1,0,1,0,0,0,1,0,1,Rainy
41.0,103,19.0,88.0,997.05,2.0,0,0,0,1,1,0,0,0,0,1,0,0,Rainy
-2.0,73,4.5,86.0,980.14,2.0,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
26.0,67,14.0,26.0,1013.84,5.5,0,0,0,1,0,0,0,1,1,0,0,4,Cloudy
37.0,58,5.0,13.0,1023.89,7.5,1,0,0,0,0,1,0,0,1,0,0,9,Sunny
23.0,37,5.0,7.0,1014.42,7.0,1,0,0,0,0,1,0,0,0,0,1,7,Sunny
16.0,74,5.0,41.0,1017.04,6.0,0,0,1,0,1,0,0,0,0,0,1,1,Cloudy
41.0,39,1.0,11.0,1014.21,6.0,1,0,0,0,0,1,0,0,0,0,1,10,Sunny
23.0,49,9.5,14.0,1010.68,5.0,1,0,0,0,0,0,0,1,0,0,1,10,Sunny
39.0,81,19.0,75.0,1028.24,8.5,1,0,0,0,0,0,0,1,0,1,0,11,Sunny
40.0,22,9.5,12.0,1027.64,9.5,1,0,0,0,0,0,1,0,0,0,1,8,Sunny
-2.0,74,18.5,95.0,980.67,2.5,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
0.0,37,11.5,22.0,1022.9,10.5,0,0,1,0,0,0,0,1,0,0,1,5,Sunny
28.0,65,1.5,20.0,1007.0,8.5,0,0,0,1,0,1,0,0,0,0,1,4,Cloudy
34.0,54,2.5,13.0,1029.27,8.5,1,0,0,0,1,0,0,0,1,0,0,10,Sunny
16.0,55,12.5,40.0,1008.97,6.5,0,0,0,1,0,0,0,1,1,0,0,4,Cloudy
-10.0,96,18.5,63.0,999.65,1.5,0,0,1,0,0,0,0,1,0,1,0,1,Snowy
10.0,85,15.5,89.0,991.09,1.5,0,0,1,0,0,0,0,1,1,0,0,2,Rainy
26.0,54,2.5,13.0,1014.33,6.0,0,0,0,1,0,0,0,1,1,0,0,9,Sunny
31.0,55,0.5,11.0,1013.31,5.5,0,0,0,1,0,0,1,0,0,1,0,4,Cloudy
-3.0,71,17.5,50.0,985.5,3.0,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
-7.0,79,12.5,76.0,984.75,4.5,0,0,1,0,0,0,0,1,0,1,0,0,Snowy
8.0,42,11.0,99.0,988.23,17.5,0,0,1,0,0,0,0,1,0,1,0,2,Sunny
-7.0,62,16.5,51.0,996.48,3.5,0,0,0,1,0,0,0,1,0,0,1,0,Snowy
-7.0,79,18.0,52.0,988.61,5.0,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
-6.0,60,10.0,71.0,987.38,1.5,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
4.0,88,10.5,52.0,999.85,1.0,0,0,0,1,0,0,0,1,0,0,1,0,Snowy
13.0,98,6.0,63.0,1009.32,3.5,0,0,1,0,0,0,1,0,0,1,0,2,Rainy
31.0,77,7.5,90.0,1005.27,2.5,0,0,1,0,0,1,0,0,1,0,0,1,Rainy
2.0,99,4.5,62.0,992.81,3.0,0,0,1,0,0,0,0,1,0,1,0,0,Snowy
30.0,69,20.0,80.0,995.21,3.5,0,0,1,0,1,0,0,0,0,1,0,3,Rainy
11.0,69,8.0,74.0,1000.42,3.0,0,0,1,0,0,0,0,1,1,0,0,0,Rainy
-4.0,73,2.5,62.0,991.85,4.0,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
4.0,70,14.5,54.0,991.48,4.0,0,0,1,0,0,0,0,1,0,1,0,0,Snowy
32.0,99,16.0,93.0,1002.0,5.0,0,0,1,0,0,1,0,0,0,0,1,3,Rainy
10.0,51,4.0,26.0,1000.48,8.5,0,0,1,0,1,0,0,0,0,1,0,2,Cloudy
17.0,53,1.5,20.0,1001.72,8.0,0,0,1,0,0,1,0,0,0,1,0,4,Cloudy
19.0,77,9.0,71.0,997.53,2.0,0,0,1,0,0,0,1,0,0,0,1,0,Rainy
23.0,81,9.0,90.0,998.0,4.0,0,0,0,1,0,1,0,0,0,1,0,3,Rainy
27.0,56,1.5,15.0,1014.49,7.0,0,0,0,1,0,0,0,1,1,0,0,3,Cloudy
34.0,48,8.0,6.0,1020.3,9.0,1,0,0,0,1,0,0,0,1,0,0,9,Sunny
27.0,64,8.0,84.0,1005.59,3.5,0,0,0,1,0,0,1,0,1,0,0,0,Rainy
32.0,57,5.0,45.0,1006.4,8.5,0,0,0,1,0,1,0,0,0,1,0,4,Cloudy
18.0,73,2.0,46.0,1011.43,8.0,0,0,1,0,0,0,0,1,0,0,1,3,Cloudy
27.0,70,14.5,22.0,1002.92,8.5,0,0,1,0,0,0,1,0,1,0,0,1,Cloudy
-9.0,72,17.0,55.0,989.06,3.5,0,0,0,1,0,0,0,1,0,0,1,1,Snowy
18.0,76,5.5,27.0,1005.5,5.5,0,0,0,1,1,0,0,0,0,1,0,4,Cloudy
-1.0,73,3.5,69.0,996.29,3.0,0,0,1,0,0,0,0,1,0,1,0,1,Snowy
24.0,76,14.0,94.0,1014.88,4.5,0,0,0,1,1,0,0,0,0,1,0,10,Sunny
22.0,72,18.5,52.0,1016.83,4.0,0,0,1,0,0,0,0,1,0,0,1,3,Rainy
-4.0,71,9.5,62.0,990.38,4.0,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
10.0,63,11.0,49.0,1010.11,8.0,0,0,0,1,0,0,0,1,1,0,0,2,Cloudy
34.0,26,6.0,7.0,1023.57,7.0,1,0,0,0,1,0,0,0,0,0,1,11,Sunny
18.0,90,10.0,109.0,1002.28,4.0,0,0,1,0,0,1,0,0,0,1,0,14,Cloudy
3.0,62,11.5,84.0,999.72,3.5,0,0,0,1,0,0,0,1,0,0,1,0,Snowy
34.0,62,5.0,5.0,1018.17,5.0,0,0,0,1,1,0,0,0,0,1,0,8,Sunny
40.0,56,8.0,7.0,1021.72,8.0,1,0,0,0,0,0,0,1,0,1,0,11,Sunny
26.0,53,0.5,45.0,1003.05,7.0,0,0,1,0,0,0,0,1,0,0,1,2,Cloudy
14.0,97,13.0,55.0,1019.54,3.5,0,0,0,1,0,0,0,1,0,0,1,3,Rainy
19.0,52,14.0,29.0,1003.48,5.0,0,0,0,1,0,0,0,1,1,0,0,3,Cloudy
18.0,57,11.0,41.0,1018.1,9.0,0,0,0,1,0,1,0,0,1,0,0,3,Cloudy
32.0,51,9.5,19.0,1010.68,6.0,0,0,0,1,1,0,0,0,0,0,1,3,Cloudy
10.0,33,5.0,20.0,967.86,3.5,0,1,0,0,0,0,0,1,0,1,0,7,Sunny
-7.0,98,4.0,81.0,996.39,3.5,0,0,1,0,0,0,0,1,0,1,0,0,Snowy
4.0,91,11.0,89.0,986.01,2.5,0,0,1,0,0,0,0,1,0,1,0,0,Snowy
-3.0,86,11.5,79.0,981.45,1.0,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
26.0,93,12.5,74.0,1010.38,4.0,0,0,0,1,0,0,0,1,0,1,0,1,Rainy
31.0,63,13.0,19.0,1008.45,6.0,0,0,0,1,0,1,0,0,0,0,1,2,Cloudy
26.0,50,6.5,16.0,1025.35,9.5,1,0,0,0,1,0,0,0,0,1,0,10,Sunny
4.0,89,12.0,94.0,981.75,1.5,0,0,1,0,0,0,0,1,0,0,1,7,Snowy
10.0,92,20.0,64.0,1011.72,4.0,0,0,1,0,1,0,0,0,0,0,1,0,Rainy
31.0,56,7.5,28.0,1005.9,8.0,0,0,0,1,0,0,0,1,0,1,0,1,Cloudy
32.0,66,5.5,9.0,1029.46,9.0,1,0,0,0,1,0,0,0,0,1,0,9,Sunny
35.0,61,4.0,7.0,1028.91,6.0,1,0,0,0,0,0,1,0,0,0,1,10,Sunny
18.0,90,15.0,73.0,998.94,2.0,0,0,1,0,1,0,0,0,1,0,0,0,Rainy
3.0,60,5.5,67.0,994.65,1.0,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
4.0,50,8.5,13.0,1012.72,11.0,0,0,0,1,0,0,1,0,0,1,0,10,Sunny
21.0,53,2.5,19.0,1022.3,9.0,1,0,0,0,1,0,0,0,0,0,1,5,Sunny
34.0,57,7.0,14.0,1022.61,5.5,1,0,0,0,0,1,0,0,1,0,0,8,Sunny
